year,title,directors_0,rating,genres_0,genres_1,rank,running_time_secs,actors_0,actors_1,actors_2,directors_1,directors_2
2010,Unstoppable,Tony Scott,6.7,Action,Thriller,1109,5880,Denzel Washington,Chris Pine,Rosario Dawson,,
2007,The Heartbreak Kid,Bobby Farrelly,5.7,Comedy,Romance,1110,6960,Ben Stiller,Michelle Monaghan,Malin Akerman,Peter Farrelly,
2012,The Three Stooges,Bobby Farrelly,5,Comedy,,1111,5520,Sean Hayes,Chris Diamantopoulos,Will Sasso,Peter Farrelly,
1992,The Last of the Mohicans,Michael Mann,7.7,Action,Adventure,1112,6720,Daniel Day-Lewis,Madeleine Stowe,Russell Means,,
1997,The Game,David Fincher,7.7,Drama,Mystery,1113,7740,Michael Douglas,Deborah Kara Unger,Sean Penn,,
2010,Shrek Forever After,Mike Mitchell,6.4,Animation,Adventure,1114,5580,Mike Myers,Cameron Diaz,Eddie Murphy,,
2005,House of Wax,Jaume Collet-Serra,5.2,Horror,Thriller,1115,6780,Chad Michael Murray,Paris Hilton,Elisha Cuthbert,,
2011,Johnny English Reborn,Oliver Parker,6.1,Adventure,Comedy,1116,6060,Rowan Atkinson,Rosamund Pike,Dominic West,,
2007,Gone Baby Gone,Ben Affleck,7.7,Crime,Drama,1117,6840,Morgan Freeman,Ed Harris,Casey Affleck,,
2010,A Nightmare on Elm Street,Samuel Bayer,5.1,Horror,Mystery,1119,5700,Jackie Earle Haley,Rooney Mara,Kyle Gallner,,
2009,17 Again,Burr Steers,6.3,Comedy,Drama,1120,6120,Zac Efron,Matthew Perry,Leslie Mann,,
1994,Interview with the Vampire: The Vampire Chronicles,Neil Jordan,7.5,Horror,Romance,1121,7380,Brad Pitt,Tom Cruise,Antonio Banderas,,
2010,Dear John,Lasse Hallstrom,6,Drama,Romance,1122,6480,Channing Tatum,Amanda Seyfried,Richard Jenkins,,
2008,You Don't Mess with the Zohan,Dennis Dugan,5.5,Action,Comedy,1123,6780,Adam Sandler,John Turturro,Emmanuelle Chriqui,,
2009,Adventureland,Greg Mottola,6.8,Comedy,Drama,1124,6420,Jesse Eisenberg,Kristen Stewart,Ryan Reynolds,,
2011,The Lincoln Lawyer,Brad Furman,7.3,Crime,Drama,1125,7080,Matthew McConaughey,Marisa Tomei,Ryan Phillippe,,
2010,Tucker and Dale vs Evil,Eli Craig,7.5,Comedy,Horror,1126,5340,Tyler Labine,Alan Tudyk,Katrina Bowden,,
2010,You Again,Andy Fickman,5.6,Comedy,Romance,1127,6300,Kristen Bell,Odette Annable,Sigourney Weaver,,
2011,Rango,Gore Verbinski,7.3,Animation,Adventure,1128,6420,Johnny Depp,Isla Fisher,Timothy Olyphant,,
2010,Get Him to the Greek,Nicholas Stoller,6.4,Comedy,Music,1129,6540,Jonah Hill,Russell Brand,Elisabeth Moss,,
2000,How the Grinch Stole Christmas,Ron Howard,5.8,Comedy,Family,1130,6240,Jim Carrey,Taylor Momsen,Jeffrey Tambor,,
2003,Holes,Andrew Davis,6.9,Adventure,Comedy,1131,7020,Shia LaBeouf,Sigourney Weaver,Jon Voight,,
2007,Paranormal Activity,Oren Peli,6.3,Horror,Mystery,1132,5160,Katie Featherston,Micah Sloat,Mark Fredrichs,,
2012,Act of Valor,Mike McCoy,6.3,Action,Thriller,1134,6600,Alex Veadov,Roselyn Sanchez,Nestor Serrano,Scott Waugh,
2002,Minority Report,Steven Spielberg,7.6,Action,Mystery,1135,8700,Tom Cruise,Colin Farrell,Samantha Morton,,
2008,Transporter 3,Olivier Megaton,5.9,Action,Adventure,1136,6240,Jason Statham,Robert Knepper,Natalya Rudakova,,
2013,The Railway Man,Jonathan Teplitzky,6.4,Biography,Drama,1137,6960,Nicole Kidman,Colin Firth,Stellan Skarsgard,,
2012,Fire with Fire,David Barrett,5.6,Action,Crime,1138,5820,Josh Duhamel,Bruce Willis,Rosario Dawson,,
2004,Alexander,Oliver Stone,5.4,Action,Adventure,1139,10500,Colin Farrell,Anthony Hopkins,Rosario Dawson,,
2007,Lars and the Real Girl,Craig Gillespie,7.3,Comedy,Drama,1140,6360,Ryan Gosling,Emily Mortimer,Paul Schneider,,
2008,The Happening,M. Night Shyamalan,5.1,Sci-Fi,Thriller,1141,5460,Mark Wahlberg,Zooey Deschanel,John Leguizamo,,
2009,Ghosts of Girlfriends Past,Mark Waters,5.6,Comedy,Fantasy,1142,6000,Matthew McConaughey,Jennifer Garner,Emma Stone,,
1996,Jerry Maguire,Cameron Crowe,7.2,Comedy,Drama,1143,8340,Tom Cruise,Cuba Gooding Jr.,Renee Zellweger,,
2012,De rouille et d'os,Jacques Audiard,7.5,Drama,Romance,1144,7200,Marion Cotillard,Matthias Schoenaerts,Armand Verdure,,
2011,Extremely Loud & Incredibly Close,Stephen Daldry,6.8,Adventure,Drama,1145,7740,Thomas Horn,Tom Hanks,Sandra Bullock,,
2010,Predators,Nimrod Antal,6.4,Action,Adventure,1146,6420,Adrien Brody,Laurence Fishburne,Topher Grace,,
2003,Identity,James Mangold,7.2,Mystery,Thriller,1147,5400,John Cusack,Ray Liotta,Amanda Peet,,
2007,St. Trinian's,Oliver Parker,5.5,Comedy,,1148,5820,Talulah Riley,Rupert Everett,Gemma Arterton,Barnaby Thompson,
2008,Rambo,Sylvester Stallone,7,Action,Thriller,1149,5520,Sylvester Stallone,Julie Benz,Matthew Marsden,,
2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,Michael Apted,6.3,Adventure,Family,1150,6780,Ben Barnes,Skandar Keynes,Georgie Henley,,
1985,Pale Rider,Clint Eastwood,7.2,Western,,1151,6900,Clint Eastwood,Michael Moriarty,Carrie Snodgress,,
1999,Big Daddy,Dennis Dugan,6.2,Comedy,Drama,1152,5580,Adam Sandler,Joey Lauren Adams,Jon Stewart,,
1980,The Blues Brothers,John Landis,7.9,Action,Comedy,1153,7980,John Belushi,Dan Aykroyd,Cab Calloway,,
2012,Chernobyl Diaries,Bradley Parker,5,Horror,Sci-Fi,1154,5160,Jesse McCartney,Jonathan Sadowski,Olivia Taylor Dudley,,
2012,Wadjda,Haifaa Al-Mansour,7.8,Drama,,1155,5880,Waad Mohammed,Reem Abdullah,Abdullrahman Al Gohani,,
2010,Shelter,Mans Marlind,6,Horror,Mystery,1156,6720,Julianne Moore,Jonathan Rhys Meyers,Jeffrey DeMunn,Bjorn Stein,
2004,13 Going on 30,Gary Winick,6,Comedy,Fantasy,1157,5880,Jennifer Garner,Mark Ruffalo,Judy Greer,,
2002,About a Boy,Chris Weitz,7.1,Comedy,Drama,1158,6060,Hugh Grant,Nicholas Hoult,Toni Collette,Paul Weitz,
2006,Happy Feet,George Miller,6.5,Animation,Comedy,1159,6480,Elijah Wood,Brittany Murphy,Hugh Jackman,Warren Coleman,Judy Morris
1990,Misery,Rob Reiner,7.8,Drama,Thriller,1160,6420,James Caan,Kathy Bates,Richard Farnsworth,,
2009,Antichrist,Lars von Trier,6.5,Drama,Horror,1161,6480,Willem Dafoe,Charlotte Gainsbourg,Storm Acheche Sahlstrom,,
2011,Ghost Rider: Spirit of Vengeance,Mark Neveldine,4.3,Action,Fantasy,1162,5760,Nicolas Cage,Ciaran Hinds,Idris Elba,Brian Taylor,
2014,Jupiter Ascending,Andy Wachowski,,Action,Adventure,1163,,Mila Kunis,Channing Tatum,Eddie Redmayne,Lana Wachowski,
1998,Blade,Stephen Norrington,7,Action,Fantasy,1164,7200,Wesley Snipes,Stephen Dorff,Kris Kristofferson,,
1973,American Graffiti,George Lucas,7.5,Comedy,Drama,1165,6600,Richard Dreyfuss,Ron Howard,Paul Le Mat,,
2005,Kiss Kiss Bang Bang,Shane Black,7.6,Action,Comedy,1166,6180,Robert Downey Jr.,Val Kilmer,Michelle Monaghan,,
2003,Tears of the Sun,Antoine Fuqua,6.5,Action,Drama,1167,7260,Bruce Willis,Cole Hauser,Monica Bellucci,,
2006,The Hills Have Eyes,Alexandre Aja,6.4,Horror,Thriller,1168,6420,Ted Levine,Kathleen Quinlan,Dan Byrd,,
2008,Wild Child,Nick Moore,5.8,Comedy,Drama,1169,5880,Emma Roberts,Aidan Quinn,Natasha Richardson,,
2010,Legion,Scott Stewart,5,Action,Fantasy,1170,6000,Paul Bettany,Dennis Quaid,Charles S. Dutton,,
1996,Twister,Jan de Bont,6.1,Action,Adventure,1171,6780,Helen Hunt,Bill Paxton,Cary Elwes,,
1989,Indiana Jones and the Last Crusade,Steven Spielberg,8.3,Action,Adventure,1172,7620,Harrison Ford,Sean Connery,Alison Doody,,
2004,Seed of Chucky,Don Mancini,4.9,Comedy,Horror,1173,5220,Jennifer Tilly,Brad Dourif,John Waters,,
2012,Red Lights,Rodrigo Cortes,6.1,Drama,Mystery,1174,6780,Sigourney Weaver,Robert De Niro,Cillian Murphy,,
2004,A Cinderella Story,Mark Rosman,5.6,Comedy,Family,1175,5700,Hilary Duff,Chad Michael Murray,Jennifer Coolidge,,
1987,The Lost Boys,Joel Schumacher,7.1,Comedy,Horror,1176,5820,Jason Patric,Corey Haim,Dianne Wiest,,
2010,Dinner for Schmucks,Jay Roach,5.8,Comedy,,1178,6840,Steve Carell,Paul Rudd,Stephanie Szostak,,
2013,La grande bellezza,Paolo Sorrentino,7.5,Comedy,Drama,1179,8520,Toni Servillo,Carlo Verdone,Sabrina Ferilli,,
2004,Collateral,Michael Mann,7.6,Crime,Drama,1180,7200,Tom Cruise,Jamie Foxx,Jada Pinkett Smith,,
2013,A Belfast Story,Nathan Todd,6.5,Drama,,1181,5940,Colm Meaney,Malcolm Sinclair,Tommy O'Neill,,
1982,Annie,John Huston,6.1,Comedy,Drama,1184,7560,Aileen Quinn,Albert Finney,Carol Burnett,,
2012,Safe,Boaz Yakin,6.5,Action,Crime,1185,5640,Jason Statham,Catherine Chan,Chris Sarandon,,
2010,Flipped,Rob Reiner,7.5,Comedy,Drama,1186,5400,Madeline Carroll,Callan McAuliffe,Rebecca De Mornay,,
2012,The Brass Teapot,Ramaa Mosley,6.2,Comedy,Fantasy,1187,6060,Juno Temple,Michael Angarano,Alexis Bledel,,
2002,The Transporter,Corey Yuen,6.7,Action,Crime,1188,5520,Jason Statham,Qi Shu,Matt Schulze,,
2004,Kill Bill: Vol. 2,Quentin Tarantino,8,Action,Crime,1189,8220,Uma Thurman,David Carradine,Michael Madsen,,
2006,The Holiday,Nancy Meyers,6.8,Comedy,Romance,1190,8280,Kate Winslet,Cameron Diaz,Jude Law,,
2010,Hereafter,Clint Eastwood,6.5,Drama,Fantasy,1191,7740,Matt Damon,Cecile De France,Bryce Dallas Howard,,
2011,Goon,Michael Dowse,6.8,Comedy,Sport,1192,5520,Seann William Scott,Jay Baruchel,Alison Pill,,
2004,Garden State,Zach Braff,7.6,Comedy,Drama,1193,6120,Zach Braff,Peter Sarsgaard,Natalie Portman,,
2003,Terminator 3: Rise of the Machines,Jonathan Mostow,6.4,Action,Sci-Fi,1194,6540,Arnold Schwarzenegger,Nick Stahl,Kristanna Loken,,
2013,Pawn,David A. Armstrong,5.6,Crime,Thriller,1195,5280,Sean Faris,Ray Liotta,Nikki Reed,,
2005,The Hitchhiker's Guide to the Galaxy,Garth Jennings,6.6,Adventure,Comedy,1196,6540,Martin Freeman,Mos Def,Sam Rockwell,,
2003,Elf,Jon Favreau,6.7,Comedy,Family,1197,5820,Will Ferrell,James Caan,Bob Newhart,,
2008,Death Race,Paul W.S. Anderson,6.3,Action,Sci-Fi,1198,6300,Jason Statham,Joan Allen,Tyrese Gibson,,
2010,Life as We Know It,Greg Berlanti,6.3,Comedy,Drama,1199,6840,Katherine Heigl,Josh Duhamel,Josh Lucas,,
1946,It's a Wonderful Life,Frank Capra,8.7,Drama,Family,1200,7800,James Stewart,Donna Reed,Lionel Barrymore,,
2010,Skyline,Colin Strause,4.4,Action,Sci-Fi,1201,5640,Eric Balfour,Donald Faison,Scottie Thompson,Greg Strause,
2013,Odd Thomas,Stephen Sommers,6.5,Mystery,Thriller,1202,6000,Anton Yelchin,Ashley Sommers,Leonor Varela,,
1998,Bride of Chucky,Ronny Yu,5.2,Comedy,Horror,1203,5340,Jennifer Tilly,Brad Dourif,Katherine Heigl,,
1995,Friday,F. Gary Gray,7.1,Comedy,Drama,1204,5460,Ice Cube,Chris Tucker,Nia Long,,
1995,Apollo 13,Ron Howard,7.5,Adventure,Drama,1205,8400,Tom Hanks,Bill Paxton,Kevin Bacon,,
1997,Event Horizon,Paul W.S. Anderson,6.6,Horror,Sci-Fi,1206,5760,Laurence Fishburne,Sam Neill,Kathleen Quinlan,,
1992,The Mighty Ducks,Stephen Herek,6.1,Action,Comedy,1207,6000,Emilio Estevez,Joss Ackland,Lane Smith,,
2003,The Matrix Revolutions,Andy Wachowski,6.6,Action,Adventure,1208,7740,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Lana Wachowski,
2008,Body of Lies,Ridley Scott,7.1,Action,Drama,1209,7680,Leonardo DiCaprio,Russell Crowe,Mark Strong,,
2010,StreetDance 3D,Max Giwa,5.6,Drama,Music,1210,5880,Nichola Burley,Richard Winsor,Ukweli Roach,Dania Pasquini,
2004,National Treasure,Jon Turteltaub,6.8,Action,Adventure,1211,7860,Nicolas Cage,Diane Kruger,Justin Bartha,,
2011,Hick,Derick Martini,5.4,Comedy,Drama,1212,5940,Chloe Grace Moretz,Blake Lively,Rory Culkin,,
1988,Willow,Ron Howard,7.1,Action,Adventure,1213,7560,Val Kilmer,Joanne Whalley,Warwick Davis,,
1998,Meet Joe Black,Martin Brest,6.9,Drama,Fantasy,1214,10680,Brad Pitt,Anthony Hopkins,Claire Forlani,,
1959,North by Northwest,Alfred Hitchcock,8.5,Action,Adventure,1215,8160,Cary Grant,Eva Marie Saint,James Mason,,
2009,Solomon Kane,Michael J. Bassett,6,Action,Adventure,1216,6240,James Purefoy,Max von Sydow,Rachel Hurd-Wood,,
2010,It's Kind of a Funny Story,Anna Boden,7,Comedy,Drama,1218,6060,Keir Gilchrist,Zach Galifianakis,Emma Roberts,Ryan Fleck,
2008,Changeling,Clint Eastwood,7.8,Drama,History,1219,8460,Angelina Jolie,Colm Feore,Amy Ryan,,
1996,From Dusk Till Dawn,Robert Rodriguez,7.2,Action,Crime,1220,6480,Harvey Keitel,George Clooney,Juliette Lewis,,
2012,Black Rock,Katie Aselton,4.6,Horror,Thriller,1221,4980,Katie Aselton,Lake Bell,Kate Bosworth,,
2009,Daybreakers,Michael Spierig,6.4,Action,Drama,1222,5880,Ethan Hawke,Willem Dafoe,Sam Neill,Peter Spierig,
2008,Mamma Mia!,Phyllida Lloyd,6.3,Comedy,Musical,1223,6480,Meryl Streep,Pierce Brosnan,Amanda Seyfried,,
2002,Die Another Day,Lee Tamahori,6,Action,Adventure,1224,7980,Pierce Brosnan,Halle Berry,Rosamund Pike,,
2005,Brick,Rian Johnson,7.4,Drama,Mystery,1225,6600,Joseph Gordon-Levitt,Lukas Haas,Emilie de Ravin,,
2007,Dead Silence,James Wan,6,Horror,Mystery,1226,5340,Ryan Kwanten,Amber Valletta,Donnie Wahlberg,,
2011,Cowboys & Aliens,Jon Favreau,6.1,Action,Sci-Fi,1227,7140,Daniel Craig,Harrison Ford,Olivia Wilde,,
1990,The Godfather: Part III,Francis Ford Coppola,7.6,Crime,Drama,1228,9720,Al Pacino,Diane Keaton,Andy Garcia,,
2007,Grindhouse,Robert Rodriguez,7.7,Action,Horror,1229,11460,Kurt Russell,Rose McGowan,Danny Trejo,Eli Roth,Quentin Tarantino
1998,A Bug's Life,John Lasseter,7.2,Animation,Adventure,1230,5700,Kevin Spacey,Dave Foley,Julia Louis-Dreyfus,Andrew Stanton,
2013,Temptation: Confessions of a Marriage Counselor,Tyler Perry,4.1,Drama,,1231,6660,Jurnee Smollett-Bell,Vanessa Williams,Brandy Norwood,,
2013,Escape from Planet Earth,Cal Brunker,5.6,Animation,Adventure,1232,5340,Brendan Fraser,Sarah Jessica Parker,Jessica Alba,,
2008,10 000 BC,Roland Emmerich,4.9,Action,Adventure,1233,6540,Camilla Belle,Steven Strait,Marco Khan,,
1974,Blazing Saddles,Mel Brooks,7.7,Comedy,Western,1234,5580,Cleavon Little,Gene Wilder,Slim Pickens,,
2006,Deja Vu,Tony Scott,7,Action,Sci-Fi,1235,7560,Denzel Washington,Paula Patton,Jim Caviezel,,
1997,Gattaca,Andrew Niccol,7.8,Drama,Romance,1236,6360,Ethan Hawke,Uma Thurman,Jude Law,,
2007,Sunshine,Danny Boyle,7.2,Adventure,Sci-Fi,1237,6420,Cillian Murphy,Rose Byrne,Chris Evans,,
1995,Mortal Kombat,Paul W.S. Anderson,5.6,Action,Adventure,1238,6060,Christopher Lambert,Robin Shou,Linden Ashby,,
2001,Lara Croft: Tomb Raider,Simon West,5.6,Action,Adventure,1239,6000,Angelina Jolie,Jon Voight,Iain Glen,,
2006,The History Boys,Nicholas Hytner,6.6,Comedy,Drama,1240,6540,Richard Griffiths,Frances de la Tour,Clive Merrison,,
2000,Unbreakable,M. Night Shyamalan,7.2,Drama,Mystery,1241,6360,Bruce Willis,Samuel L. Jackson,Robin Wright,,
2011,The Adventures of Tintin,Steven Spielberg,7.3,Animation,Action,1242,6420,Jamie Bell,Andy Serkis,Daniel Craig,,
1996,The Crucible,Nicholas Hytner,6.8,Drama,History,1243,7440,Daniel Day-Lewis,Winona Ryder,Paul Scofield,,
1999,Magnolia,Paul Thomas Anderson,8,Drama,,1244,11280,Tom Cruise,Jason Robards,Julianne Moore,,
2014,Rio 2,Carlos Saldanha,,Animation,Adventure,1245,,Anne Hathaway,Jesse Eisenberg,Leslie Mann,,
2007,Hot Rod,Akiva Schaffer,6.5,Comedy,,1246,5280,Andy Samberg,Isla Fisher,Ian McShane,,
1997,The Devil's Advocate,Taylor Hackford,7.4,Drama,Mystery,1247,8640,Keanu Reeves,Al Pacino,Charlize Theron,,
2001,I Am Sam,Jessie Nelson,7.4,Drama,,1250,7920,Sean Penn,Michelle Pfeiffer,Dakota Fanning,,
2007,Halloween,Rob Zombie,6,Horror,,1251,6540,Scout Taylor-Compton,Malcolm McDowell,Tyler Mane,,
2013,Prince Avalanche,David Gordon Green,6.5,Comedy,Drama,1252,5640,Paul Rudd,Emile Hirsch,Lance LeGault,,
2009,I Love You  Man,John Hamburg,7,Comedy,,1253,6300,Paul Rudd,Jason Segel,Rashida Jones,,
2002,Ice Age,Chris Wedge,7.5,Animation,Adventure,1254,4860,Denis Leary,John Leguizamo,Ray Romano,Carlos Saldanha,
2008,21,Robert Luketic,6.7,Crime,Drama,1255,7380,Jim Sturgess,Kate Bosworth,Kevin Spacey,,
2007,Premonition,Mennan Yapo,5.7,Drama,Fantasy,1256,5760,Sandra Bullock,Julian McMahon,Amber Valletta,,
1968,Rosemary's Baby,Roman Polanski,8,Drama,Horror,1257,8160,Mia Farrow,John Cassavetes,Ruth Gordon,,
2012,Hit and Run,David Palmer,6,Action,Comedy,1258,6000,Dax Shepard,Kristen Bell,Bradley Cooper,Dax Shepard,
1995,Pocahontas,Mike Gabriel,6.3,Animation,Adventure,1259,4860,Mel Gibson,Linda Hunt,Christian Bale,Eric Goldberg,
2007,1408,Mikael Hafstrom,6.7,Horror,Mystery,1260,6240,John Cusack,Samuel L. Jackson,Mary McCormack,,
2007,3:10 to Yuma,James Mangold,7.7,Adventure,Crime,1262,7320,Russell Crowe,Christian Bale,Ben Foster,,
1999,The World Is Not Enough,Michael Apted,6.3,Action,Adventure,1263,7680,Pierce Brosnan,Sophie Marceau,Robert Carlyle,,
1972,Deliverance,John Boorman,7.8,Adventure,Drama,1264,6600,Jon Voight,Burt Reynolds,Ned Beatty,,
2011,Machine Gun Preacher,Marc Forster,6.7,Action,Biography,1265,7740,Gerard Butler,Michelle Monaghan,Michael Shannon,,
2011,Soul Surfer,Sean McNamara,6.8,Biography,Drama,1266,6360,AnnaSophia Robb,Dennis Quaid,Helen Hunt,,
2010,Locked In,Suri Krishnamma,5.8,Drama,Thriller,1267,5100,Ben Barnes,Sarah Roemer,Eliza Dushku,,
1993,Groundhog Day,Harold Ramis,8.1,Comedy,Drama,1268,6060,Bill Murray,Andie MacDowell,Chris Elliott,,
2001,The Mummy Returns,Stephen Sommers,6.2,Action,Adventure,1269,7800,Brendan Fraser,Rachel Weisz,John Hannah,,
2005,Sky High,Mike Mitchell,6.2,Adventure,Comedy,1270,6000,Kurt Russell,Kelly Preston,Michael Angarano,,
2002,Chicago,Rob Marshall,7.1,Comedy,Crime,1272,6780,Renee Zellweger,Catherine Zeta-Jones,Richard Gere,,
1992,Home Alone 2: Lost in New York,Chris Columbus,6.2,Adventure,Comedy,1273,7200,Macaulay Culkin,Joe Pesci,Daniel Stern,,
2013,Serena,Susanne Bier,,Drama,,1274,,Jennifer Lawrence,Bradley Cooper,Rhys Ifans,,
2002,Red Dragon,Brett Ratner,7.2,Crime,Thriller,1275,7440,Anthony Hopkins,Edward Norton,Ralph Fiennes,,
1998,The Man in the Iron Mask,Randall Wallace,6.3,Action,Adventure,1276,7920,Leonardo DiCaprio,Jeremy Irons,John Malkovich,,
2008,Bronson,Nicolas Winding Refn,7,Action,Biography,1277,5520,Tom Hardy,Kelly Adams,Luing Andrews,,
2007,Live Free or Die Hard,Len Wiseman,7.3,Action,Crime,1278,7680,Bruce Willis,Justin Long,Timothy Olyphant,,
2010,Date Night,Shawn Levy,6.3,Comedy,Crime,1279,5280,Steve Carell,Tina Fey,Mark Wahlberg,,
2012,Seeking a Friend for the End of the World,Lorene Scafaria,6.6,Drama,Romance,1280,6060,Steve Carell,Keira Knightley,Melanie Lynskey,,
1995,Waterworld,Kevin Reynolds,5.9,Action,Adventure,1281,8100,Kevin Costner,Jeanne Tripplehorn,Dennis Hopper,Kevin Costner,
2010,Hot Tub Time Machine,Steve Pink,6.4,Adventure,Comedy,1282,6060,John Cusack,Rob Corddry,Craig Robinson,,
2010,The Switch,Josh Gordon,5.9,Comedy,Drama,1283,6060,Jennifer Aniston,Jason Bateman,Patrick Wilson,Will Speck,
2003,Wrong Turn,Rob Schmidt,6,Horror,Thriller,1284,5040,Eliza Dushku,Jeremy Sisto,Emmanuelle Chriqui,,
2013,The Best Man Holiday,Malcolm D. Lee,,Comedy,,1285,,Terrence Howard,Taye Diggs,Morris Chestnut,,
2012,Paranormal Activity 4,Henry Joost,4.4,Horror,,1286,5280,Stephen Dunham,Katie Featherston,Matt Shively,Ariel Schulman,
1983,Krull,Peter Yates,5.8,Fantasy,Action,1288,7260,Ken Marshall,Lysette Anthony,Freddie Jones,,
2001,Swordfish,Dominic Sena,6.4,Action,Crime,1289,5940,John Travolta,Hugh Jackman,Halle Berry,,
2003,Bad Boys II,Michael Bay,6.3,Action,Comedy,1290,8820,Will Smith,Martin Lawrence,Gabrielle Union,,
2012,Amour,Michael Haneke,7.8,Drama,Romance,1291,7620,Jean-Louis Trintignant,Emmanuelle Riva,Isabelle Huppert,,
2001,Ghost World,Terry Zwigoff,7.4,Comedy,Drama,1292,6660,Steve Buscemi,Thora Birch,Scarlett Johansson,,
1985,Clue,Jonathan Lynn,7.2,Comedy,Crime,1293,5640,Eileen Brennan,Tim Curry,Madeline Kahn,,
1997,Donnie Brasco,Mike Newell,7.7,Biography,Crime,1294,7620,Al Pacino,Johnny Depp,Michael Madsen,,
2017,Justice League,,,Action,Adventure,1295,,,,,,
2000,O Brother  Where Art Thou?,Joel Coen,7.8,Comedy,Crime,1296,6360,George Clooney,John Turturro,Tim Blake Nelson,Ethan Coen,
2011,Sleeping Beauty,Julia Leigh,5.3,Drama,Romance,1298,6060,Emily Browning,Rachael Blake,Ewen Leslie,,
2007,The Man from Earth,Richard Schenkman,7.9,Drama,Sci-Fi,1299,5220,David Lee Smith,Tony Todd,John Billingsley,,
2002,Resident Evil,Paul W.S. Anderson,6.6,Action,Horror,1300,6000,Milla Jovovich,Michelle Rodriguez,Ryan McCluskey,,
2013,The Haunting in Connecticut 2: Ghosts of Georgia,Tom Elkins,4.9,Drama,Horror,1301,6060,Abigail Spencer,Chad Michael Murray,Katee Sackhoff,,
2010,The Karate Kid,Harald Zwart,6.2,Action,Drama,1302,8400,Jackie Chan,Jaden Smith,Taraji P. Henson,,
2006,Marie Antoinette,Sofia Coppola,6.3,Biography,Drama,1303,7380,Kirsten Dunst,Jason Schwartzman,Rip Torn,,
2002,Blade II,Guillermo del Toro,6.6,Action,Horror,1304,7020,Wesley Snipes,Kris Kristofferson,Ron Perlman,,
1994,Ace Ventura: Pet Detective,Tom Shadyac,6.8,Comedy,,1305,5160,Jim Carrey,Courteney Cox,Sean Young,,
1983,Risky Business,Paul Brickman,6.7,Comedy,Drama,1306,5880,Tom Cruise,Rebecca De Mornay,Joe Pantoliano,,
2011,Take This Waltz,Sarah Polley,6.5,Comedy,Drama,1307,6960,Michelle Williams,Seth Rogen,Sarah Silverman,,
1997,Face/Off,John Woo,7.3,Action,Crime,1309,8280,John Travolta,Nicolas Cage,Joan Allen,,
2011,The Best Exotic Marigold Hotel,John Madden,7.2,Comedy,Drama,1310,7440,Judi Dench,Bill Nighy,Maggie Smith,,
1960,Spartacus,Stanley Kubrick,8,Action,Adventure,1311,11820,Kirk Douglas,Laurence Olivier,Jean Simmons,,
2001,Vanilla Sky,Cameron Crowe,6.8,Mystery,Romance,1312,8160,Tom Cruise,Penelope Cruz,Cameron Diaz,,
2011,Blitz,Elliott Lester,6.1,Action,Crime,1314,5820,Jason Statham,Paddy Considine,Aidan Gillen,,
2004,Catwoman,Pitof,3.2,Action,Fantasy,1315,6240,Halle Berry,Sharon Stone,Benjamin Bratt,,
1983,WarGames,John Badham,7,Sci-Fi,Thriller,1316,6840,Matthew Broderick,Ally Sheedy,John Wood,,
2011,The Sitter,David Gordon Green,5.6,Comedy,,1317,4860,Jonah Hill,Ari Graynor,Sam Rockwell,,
1991,Robin Hood: Prince of Thieves,Kevin Reynolds,6.8,Action,Adventure,1320,8580,Kevin Costner,Morgan Freeman,Mary Elizabeth Mastrantonio,,
2011,Battle Los Angeles,Jonathan Liebesman,5.8,Action,Adventure,1321,6960,Aaron Eckhart,Michelle Rodriguez,Bridget Moynahan,,
2004,Layer Cake,Matthew Vaughn,7.3,Crime,Drama,1322,6300,Daniel Craig,Sienna Miller,Michael Gambon,,
2014,Annie,Will Gluck,,Comedy,Drama,1323,,Rose Byrne,Bobby Cannavale,Cameron Diaz,,
2012,Girl Most Likely,Shari Springer Berman,5.9,Comedy,,1324,6180,Kristen Wiig,Annette Bening,Matt Dillon,Robert Pulcini,
2009,Precious,Lee Daniels,7.3,Drama,,1325,6600,Gabourey Sidibe,Mo'Nique,Paula Patton,,
2012,Room 237,Rodney Ascher,6.4,Documentary,,1326,6120,Bill Blakemore,Geoffrey Cocks,Juli Kearns,,
